0	1	18	55	1	-1	6
0	2	18	59	1	1	14
0	3	18	62	1	1	24
0	4	18	71	1	1	4
0	5	18	78	1	-1	-2
0	6	18	80	1	-1	-14
0	8	18	95	1	1	2
0	9	18	108	1	1	8
0	10	18	128	1	1	4
0	21	18	259	1	1	2
0	23	18	282	1	-1	-2
0	24	18	313	1	1	2
0	26	18	324	1	1	4
0	27	18	331	1	-1	-10
0	28	18	348	1	-1	-2
0	29	18	349	1	-1	-2
0	30	18	352	1	-1	-10
0	31	18	360	1	-1	-12
0	32	18	366	1	-1	-2
0	33	18	367	1	-1	-14
0	35	18	394	1	-1	-4
0	36	18	399	1	-1	-14
0	38	18	416	1	1	4
0	41	18	436	1	1	2
0	43	18	452	1	1	4
1	0	55	18	-1	1	6
1	2	55	59	-1	1	-40
1	3	55	62	-1	1	-34
1	6	55	80	-1	-1	2
1	9	55	108	-1	1	-16
1	10	55	128	-1	1	-4
1	11	55	136	-1	1	-2
1	12	55	143	-1	1	-2
1	15	55	198	-1	1	-4
1	17	55	217	-1	1	-2
1	19	55	233	-1	1	-2
1	21	55	259	-1	1	-4
1	22	55	261	-1	1	-2
1	23	55	282	-1	-1	4
1	24	55	313	-1	1	-6
1	26	55	324	-1	1	-2
1	27	55	331	-1	-1	-2
1	28	55	348	-1	-1	4
1	29	55	349	-1	-1	8
1	30	55	352	-1	-1	4
1	31	55	360	-1	-1	20
1	32	55	366	-1	-1	12
1	33	55	367	-1	-1	12
1	35	55	394	-1	-1	6
1	36	55	399	-1	-1	4
1	38	55	416	-1	1	-10
1	39	55	417	-1	1	-2
1	43	55	452	-1	1	-2
1	44	55	465	-1	1	-6
2	0	59	18	1	1	14
2	1	59	55	1	-1	-40
2	3	59	62	1	1	76
2	4	59	71	1	1	10
2	6	59	80	1	-1	-26
2	8	59	95	1	1	2
2	9	59	108	1	1	10
2	10	59	128	1	1	24
2	12	59	143	1	1	10
2	13	59	186	1	1	2
2	19	59	233	1	1	10
2	22	59	261	1	1	4
2	23	59	282	1	-1	-14
2	24	59	313	1	1	10
2	26	59	324	1	1	4
2	27	59	331	1	-1	-12
2	29	59	349	1	-1	-4
2	31	59	360	1	-1	-4
2	32	59	366	1	-1	-10
2	33	59	367	1	-1	-18
2	35	59	394	1	-1	-2
2	36	59	399	1	-1	-12
2	38	59	416	1	1	6
2	43	59	452	1	1	10
3	0	62	18	1	1	24
3	1	62	55	1	-1	-34
3	2	62	59	1	1	76
3	4	62	71	1	1	12
3	5	62	78	1	-1	-6
3	6	62	80	1	-1	-36
3	7	62	84	1	-1	-2
3	8	62	95	1	1	4
3	9	62	108	1	1	30
3	10	62	128	1	1	6
3	12	62	143	1	1	4
3	13	62	186	1	1	4
3	19	62	233	1	1	6
3	21	62	259	1	1	4
3	23	62	282	1	-1	-6
3	24	62	313	1	1	8
3	26	62	324	1	1	8
3	27	62	331	1	-1	-4
3	28	62	348	1	-1	-6
3	29	62	349	1	-1	-4
3	31	62	360	1	-1	-2
3	33	62	367	1	-1	-16
3	35	62	394	1	-1	-4
3	36	62	399	1	-1	-12
3	38	62	416	1	1	-4
3	39	62	417	1	1	4
3	43	62	452	1	1	4
3	46	62	478	1	1	4
3	47	62	480	1	-1	-8
4	0	71	18	1	1	4
4	2	71	59	1	1	10
4	3	71	62	1	1	12
4	5	71	78	1	-1	-2
4	6	71	80	1	-1	-18
4	8	71	95	1	1	2
4	9	71	108	1	1	6
4	10	71	128	1	1	10
4	11	71	136	1	1	2
4	12	71	143	1	1	10
4	13	71	186	1	1	2
4	22	71	261	1	1	2
4	23	71	282	1	-1	-6
4	26	71	324	1	1	2
4	27	71	331	1	-1	-2
4	30	71	352	1	-1	-2
4	31	71	360	1	-1	-8
4	33	71	367	1	-1	-4
4	36	71	399	1	-1	-8
4	47	71	480	1	-1	-6
5	0	78	18	-1	1	-2
5	3	78	62	-1	1	-6
5	4	78	71	-1	1	-2
5	6	78	80	-1	-1	12
5	9	78	108	-1	1	-2
5	10	78	128	-1	1	-4
5	29	78	349	-1	-1	2
5	33	78	367	-1	-1	4
5	36	78	399	-1	-1	2
5	47	78	480	-1	-1	2
6	0	80	18	-1	1	-14
6	1	80	55	-1	-1	2
6	2	80	59	-1	1	-26
6	3	80	62	-1	1	-36
6	4	80	71	-1	1	-18
6	5	80	78	-1	-1	12
6	8	80	95	-1	1	-18
6	9	80	108	-1	1	-54
6	10	80	128	-1	1	-48
6	12	80	143	-1	1	-4
6	13	80	186	-1	1	-2
6	17	80	217	-1	1	-2
6	21	80	259	-1	1	-2
6	24	80	313	-1	1	-10
6	26	80	324	-1	1	-12
6	27	80	331	-1	-1	2
6	28	80	348	-1	-1	4
6	32	80	366	-1	-1	2
6	33	80	367	-1	-1	10
6	36	80	399	-1	-1	6
6	43	80	452	-1	1	-6
6	44	80	465	-1	1	-2
6	47	80	480	-1	-1	22
6	48	80	482	-1	-1	2
7	3	84	62	-1	1	-2
7	9	84	108	-1	1	-2
7	34	84	387	-1	-1	2
7	39	84	417	-1	1	-2
8	0	95	18	1	1	2
8	2	95	59	1	1	2
8	3	95	62	1	1	4
8	4	95	71	1	1	2
8	6	95	80	1	-1	-18
8	9	95	108	1	1	4
8	10	95	128	1	1	8
8	12	95	143	1	1	4
8	17	95	217	1	1	6
8	19	95	233	1	1	2
8	32	95	366	1	-1	-4
8	36	95	399	1	-1	-6
9	0	108	18	1	1	8
9	1	108	55	1	-1	-16
9	2	108	59	1	1	10
9	3	108	62	1	1	30
9	4	108	71	1	1	6
9	5	108	78	1	-1	-2
9	6	108	80	1	-1	-54
9	7	108	84	1	-1	-2
9	8	108	95	1	1	4
9	10	108	128	1	1	42
9	12	108	143	1	1	16
9	19	108	233	1	1	2
9	21	108	259	1	1	6
9	22	108	261	1	1	2
9	23	108	282	1	-1	-6
9	24	108	313	1	1	6
9	26	108	324	1	1	4
9	27	108	331	1	-1	-6
9	28	108	348	1	-1	-2
9	29	108	349	1	-1	-14
9	30	108	352	1	-1	-2
9	32	108	366	1	-1	-2
9	33	108	367	1	-1	-8
9	36	108	399	1	-1	-2
9	39	108	417	1	1	2
9	43	108	452	1	1	10
9	47	108	480	1	-1	-2
9	48	108	482	1	-1	-8
10	0	128	18	1	1	4
10	1	128	55	1	-1	-4
10	2	128	59	1	1	24
10	3	128	62	1	1	6
10	4	128	71	1	1	10
10	5	128	78	1	-1	-4
10	6	128	80	1	-1	-48
10	8	128	95	1	1	8
10	9	128	108	1	1	42
10	11	128	136	1	1	2
10	12	128	143	1	1	6
10	15	128	198	1	1	4
10	17	128	217	1	1	4
10	21	128	259	1	1	12
10	23	128	282	1	-1	-2
10	26	128	324	1	1	12
10	27	128	331	1	-1	-2
10	29	128	349	1	-1	-6
10	31	128	360	1	-1	-4
10	33	128	367	1	-1	-4
10	36	128	399	1	-1	-2
10	43	128	452	1	1	4
11	1	136	55	1	-1	-2
11	4	136	71	1	1	2
11	10	136	128	1	1	2
11	12	136	143	1	1	6
11	15	136	198	1	1	2
11	26	136	324	1	1	2
11	28	136	348	1	-1	-6
11	33	136	367	1	-1	-8
12	1	143	55	1	-1	-2
12	2	143	59	1	1	10
12	3	143	62	1	1	4
12	4	143	71	1	1	10
12	6	143	80	1	-1	-4
12	8	143	95	1	1	4
12	9	143	108	1	1	16
12	10	143	128	1	1	6
12	11	143	136	1	1	6
12	14	143	193	1	1	2
12	21	143	259	1	1	6
12	23	143	282	1	-1	-2
12	24	143	313	1	1	2
12	28	143	348	1	-1	-4
12	36	143	399	1	-1	-2
12	38	143	416	1	1	8
12	46	143	478	1	1	4
13	2	186	59	1	1	2
13	3	186	62	1	1	4
13	4	186	71	1	1	2
13	6	186	80	1	-1	-2
13	14	186	193	1	1	2
13	16	186	203	1	1	6
13	18	186	230	1	1	4
13	19	186	233	1	1	8
13	20	186	236	1	1	4
13	21	186	259	1	1	12
13	23	186	282	1	-1	-2
13	24	186	313	1	1	10
13	26	186	324	1	1	6
13	27	186	331	1	-1	-4
13	30	186	352	1	-1	-4
13	33	186	367	1	-1	-4
13	41	186	436	1	1	2
13	43	186	452	1	1	2
13	44	186	465	1	1	4
13	49	186	532	1	-1	-6
13	50	186	553	1	-1	-2
14	12	193	143	1	1	2
14	13	193	186	1	1	2
14	16	193	203	1	1	2
14	21	193	259	1	1	2
14	24	193	313	1	1	2
14	34	193	387	1	-1	-4
14	36	193	399	1	-1	-2
15	1	198	55	1	-1	-4
15	10	198	128	1	1	4
15	11	198	136	1	1	2
15	16	198	203	1	1	2
15	17	198	217	1	1	2
15	18	198	230	1	1	2
15	19	198	233	1	1	14
15	23	198	282	1	-1	-8
15	33	198	367	1	-1	-4
15	36	198	399	1	-1	-2
15	47	198	480	1	-1	-2
15	51	198	555	1	-1	-2
16	13	203	186	1	1	6
16	14	203	193	1	1	2
16	15	203	198	1	1	2
16	20	203	236	1	1	6
16	21	203	259	1	1	2
16	23	203	282	1	-1	-6
16	50	203	553	1	-1	-2
16	51	203	555	1	-1	-2
17	1	217	55	1	-1	-2
17	6	217	80	1	-1	-2
17	8	217	95	1	1	6
17	10	217	128	1	1	4
17	15	217	198	1	1	2
17	19	217	233	1	1	4
17	21	217	259	1	1	6
17	22	217	261	1	1	2
17	23	217	282	1	-1	-4
17	26	217	324	1	1	2
17	27	217	331	1	-1	-2
17	36	217	399	1	-1	-2
17	46	217	478	1	1	4
17	49	217	532	1	-1	-2
18	13	230	186	1	1	4
18	15	230	198	1	1	2
18	19	230	233	1	1	4
18	22	230	261	1	1	2
18	23	230	282	1	-1	-4
18	24	230	313	1	1	12
18	26	230	324	1	1	6
18	27	230	331	1	-1	-2
18	29	230	349	1	-1	-2
18	30	230	352	1	-1	-2
18	32	230	366	1	-1	-2
18	38	230	416	1	1	2
19	1	233	55	1	-1	-2
19	2	233	59	1	1	10
19	3	233	62	1	1	6
19	8	233	95	1	1	2
19	9	233	108	1	1	2
19	13	233	186	1	1	8
19	15	233	198	1	1	14
19	17	233	217	1	1	4
19	18	233	230	1	1	4
19	20	233	236	1	1	4
19	21	233	259	1	1	6
19	22	233	261	1	1	4
19	23	233	282	1	-1	-24
19	24	233	313	1	1	4
19	30	233	352	1	-1	-4
19	32	233	366	1	-1	-2
19	33	233	367	1	-1	-8
19	36	233	399	1	-1	-2
19	43	233	452	1	1	8
19	46	233	478	1	1	12
19	52	233	563	1	1	6
19	53	233	568	1	1	2
20	13	236	186	1	1	4
20	16	236	203	1	1	6
20	19	236	233	1	1	4
20	21	236	259	1	1	2
20	22	236	261	1	1	4
20	23	236	282	1	-1	-6
20	24	236	313	1	1	2
20	36	236	399	1	-1	-2
21	0	259	18	1	1	2
21	1	259	55	1	-1	-4
21	3	259	62	1	1	4
21	6	259	80	1	-1	-2
21	9	259	108	1	1	6
21	10	259	128	1	1	12
21	12	259	143	1	1	6
21	13	259	186	1	1	12
21	14	259	193	1	1	2
21	16	259	203	1	1	2
21	17	259	217	1	1	6
21	19	259	233	1	1	6
21	20	259	236	1	1	2
21	22	259	261	1	1	2
21	23	259	282	1	-1	-16
21	24	259	313	1	1	10
21	26	259	324	1	1	2
21	27	259	331	1	-1	-2
21	30	259	352	1	-1	-2
21	31	259	360	1	-1	-4
21	39	259	417	1	1	2
21	43	259	452	1	1	2
21	53	259	568	1	1	2
22	1	261	55	1	-1	-2
22	2	261	59	1	1	4
22	4	261	71	1	1	2
22	9	261	108	1	1	2
22	17	261	217	1	1	2
22	18	261	230	1	1	2
22	19	261	233	1	1	4
22	20	261	236	1	1	4
22	21	261	259	1	1	2
22	24	261	313	1	1	6
22	27	261	331	1	-1	-8
22	28	261	348	1	-1	-2
22	33	261	367	1	-1	-2
22	38	261	416	1	1	2
22	43	261	452	1	1	2
22	48	261	482	1	-1	-2
22	53	261	568	1	1	-2
23	0	282	18	-1	1	-2
23	1	282	55	-1	-1	4
23	2	282	59	-1	1	-14
23	3	282	62	-1	1	-6
23	4	282	71	-1	1	-6
23	9	282	108	-1	1	-6
23	10	282	128	-1	1	-2
23	12	282	143	-1	1	-2
23	13	282	186	-1	1	-2
23	15	282	198	-1	1	-8
23	16	282	203	-1	1	-6
23	17	282	217	-1	1	-4
23	18	282	230	-1	1	-4
23	19	282	233	-1	1	-24
23	20	282	236	-1	1	-6
23	21	282	259	-1	1	-16
23	24	282	313	-1	1	-56
23	26	282	324	-1	1	-14
23	28	282	348	-1	-1	2
23	30	282	352	-1	-1	2
23	31	282	360	-1	-1	2
23	33	282	367	-1	-1	4
23	36	282	399	-1	-1	6
23	39	282	417	-1	1	-6
23	41	282	436	-1	1	-2
23	43	282	452	-1	1	-14
23	47	282	480	-1	-1	6
23	48	282	482	-1	-1	10
23	49	282	532	-1	-1	4
23	50	282	553	-1	-1	2
23	51	282	555	-1	-1	6
23	53	282	568	-1	1	-2
23	54	282	572	-1	1	-4
24	0	313	18	1	1	2
24	1	313	55	1	-1	-6
24	2	313	59	1	1	10
24	3	313	62	1	1	8
24	6	313	80	1	-1	-10
24	9	313	108	1	1	6
24	12	313	143	1	1	2
24	13	313	186	1	1	10
24	14	313	193	1	1	2
24	18	313	230	1	1	12
24	19	313	233	1	1	4
24	20	313	236	1	1	2
24	21	313	259	1	1	10
24	22	313	261	1	1	6
24	23	313	282	1	-1	-56
24	26	313	324	1	1	86
24	27	313	331	1	-1	-34
24	28	313	348	1	-1	-10
24	29	313	349	1	-1	-10
24	30	313	352	1	-1	-10
24	31	313	360	1	-1	-24
24	32	313	366	1	-1	-24
24	33	313	367	1	-1	-44
24	34	313	387	1	-1	-2
24	35	313	394	1	-1	-4
24	36	313	399	1	-1	-18
24	37	313	405	1	-1	-2
24	38	313	416	1	1	4
24	39	313	417	1	1	2
24	43	313	452	1	1	6
24	46	313	478	1	1	2
24	47	313	480	1	-1	-10
24	48	313	482	1	-1	-18
24	49	313	532	1	-1	-2
24	51	313	555	1	-1	-2
24	53	313	568	1	1	18
24	54	313	572	1	1	8
24	55	313	582	1	1	2
25	26	322	324	1	1	2
25	31	322	360	1	-1	-4
25	43	322	452	1	1	2
26	0	324	18	1	1	4
26	1	324	55	1	-1	-2
26	2	324	59	1	1	4
26	3	324	62	1	1	8
26	4	324	71	1	1	2
26	6	324	80	1	-1	-12
26	9	324	108	1	1	4
26	10	324	128	1	1	12
26	11	324	136	1	1	2
26	13	324	186	1	1	6
26	17	324	217	1	1	2
26	18	324	230	1	1	6
26	21	324	259	1	1	2
26	23	324	282	1	-1	-14
26	24	324	313	1	1	86
26	25	324	322	1	1	2
26	27	324	331	1	-1	-164
26	28	324	348	1	-1	-54
26	29	324	349	1	-1	-48
26	30	324	352	1	-1	-34
26	31	324	360	1	-1	-50
26	32	324	366	1	-1	-46
26	33	324	367	1	-1	-76
26	35	324	394	1	-1	-4
26	36	324	399	1	-1	-34
26	37	324	405	1	-1	-4
26	38	324	416	1	1	22
26	39	324	417	1	1	2
26	40	324	422	1	1	4
26	41	324	436	1	1	10
26	42	324	443	1	1	6
26	43	324	452	1	1	34
26	44	324	465	1	1	8
26	45	324	476	1	1	2
26	46	324	478	1	1	2
26	47	324	480	1	-1	-26
26	48	324	482	1	-1	-4
26	49	324	532	1	-1	-4
26	50	324	553	1	-1	-2
26	54	324	572	1	1	4
27	0	331	18	-1	1	-10
27	1	331	55	-1	-1	-2
27	2	331	59	-1	1	-12
27	3	331	62	-1	1	-4
27	4	331	71	-1	1	-2
27	6	331	80	-1	-1	2
27	9	331	108	-1	1	-6
27	10	331	128	-1	1	-2
27	13	331	186	-1	1	-4
27	17	331	217	-1	1	-2
27	18	331	230	-1	1	-2
27	21	331	259	-1	1	-2
27	22	331	261	-1	1	-8
27	24	331	313	-1	1	-34
27	26	331	324	-1	1	-164
27	28	331	348	-1	-1	48
27	29	331	349	-1	-1	42
27	30	331	352	-1	-1	40
27	31	331	360	-1	-1	86
27	32	331	366	-1	-1	26
27	33	331	367	-1	-1	40
27	35	331	394	-1	-1	2
27	36	331	399	-1	-1	38
27	38	331	416	-1	1	-18
27	39	331	417	-1	1	-4
27	41	331	436	-1	1	-2
27	43	331	452	-1	1	-26
27	44	331	465	-1	1	-4
27	46	331	478	-1	1	-6
27	47	331	480	-1	-1	8
27	48	331	482	-1	-1	8
27	49	331	532	-1	-1	2
27	51	331	555	-1	-1	2
27	55	331	582	-1	1	-4
28	0	348	18	-1	1	-2
28	1	348	55	-1	-1	4
28	3	348	62	-1	1	-6
28	6	348	80	-1	-1	4
28	9	348	108	-1	1	-2
28	11	348	136	-1	1	-6
28	12	348	143	-1	1	-4
28	22	348	261	-1	1	-2
28	23	348	282	-1	-1	2
28	24	348	313	-1	1	-10
28	26	348	324	-1	1	-54
28	27	348	331	-1	-1	48
28	29	348	349	-1	-1	44
28	30	348	352	-1	-1	34
28	31	348	360	-1	-1	42
28	32	348	366	-1	-1	12
28	33	348	367	-1	-1	36
28	36	348	399	-1	-1	26
28	38	348	416	-1	1	-4
28	39	348	417	-1	1	-2
28	41	348	436	-1	1	-4
28	43	348	452	-1	1	-16
28	44	348	465	-1	1	-6
28	47	348	480	-1	-1	-2
28	48	348	482	-1	-1	10
28	51	348	555	-1	-1	8
28	53	348	568	-1	1	-4
28	61	348	708	-1	-1	2
29	0	349	18	-1	1	-2
29	1	349	55	-1	-1	8
29	2	349	59	-1	1	-4
29	3	349	62	-1	1	-4
29	5	349	78	-1	-1	2
29	9	349	108	-1	1	-14
29	10	349	128	-1	1	-6
29	18	349	230	-1	1	-2
29	24	349	313	-1	1	-10
29	26	349	324	-1	1	-48
29	27	349	331	-1	-1	42
29	28	349	348	-1	-1	44
29	30	349	352	-1	-1	62
29	31	349	360	-1	-1	48
29	32	349	366	-1	-1	40
29	33	349	367	-1	-1	78
29	35	349	394	-1	-1	16
29	36	349	399	-1	-1	16
29	38	349	416	-1	1	-10
29	39	349	417	-1	1	-2
29	40	349	422	-1	1	-4
29	41	349	436	-1	1	-2
29	43	349	452	-1	1	-18
